iteration,average loss
0,"tensor(0.0039, device='cuda:0', grad_fn=<DivBackward0>)"
200,"tensor(0.0689, device='cuda:0', grad_fn=<DivBackward0>)"
400,"tensor(0.0387, device='cuda:0', grad_fn=<DivBackward0>)"
600,"tensor(0.0360, device='cuda:0', grad_fn=<DivBackward0>)"
800,"tensor(0.0338, device='cuda:0', grad_fn=<DivBackward0>)"
1000,"tensor(0.0323, device='cuda:0', grad_fn=<DivBackward0>)"
1200,"tensor(0.0308, device='cuda:0', grad_fn=<DivBackward0>)"
1400,"tensor(0.0299, device='cuda:0', grad_fn=<DivBackward0>)"
1600,"tensor(0.0292, device='cuda:0', grad_fn=<DivBackward0>)"
1800,"tensor(0.0280, device='cuda:0', grad_fn=<DivBackward0>)"
2000,"tensor(0.0277, device='cuda:0', grad_fn=<DivBackward0>)"
2200,"tensor(0.0270, device='cuda:0', grad_fn=<DivBackward0>)"
2400,"tensor(0.0267, device='cuda:0', grad_fn=<DivBackward0>)"
2600,"tensor(0.0260, device='cuda:0', grad_fn=<DivBackward0>)"
2800,"tensor(0.0258, device='cuda:0', grad_fn=<DivBackward0>)"
3000,"tensor(0.0249, device='cuda:0', grad_fn=<DivBackward0>)"
3200,"tensor(0.0245, device='cuda:0', grad_fn=<DivBackward0>)"
3400,"tensor(0.0246, device='cuda:0', grad_fn=<DivBackward0>)"
3600,"tensor(0.0241, device='cuda:0', grad_fn=<DivBackward0>)"
3800,"tensor(0.0236, device='cuda:0', grad_fn=<DivBackward0>)"
4000,"tensor(0.0239, device='cuda:0', grad_fn=<DivBackward0>)"
4200,"tensor(0.0232, device='cuda:0', grad_fn=<DivBackward0>)"
4400,"tensor(0.0230, device='cuda:0', grad_fn=<DivBackward0>)"
4600,"tensor(0.0230, device='cuda:0', grad_fn=<DivBackward0>)"
4800,"tensor(0.0226, device='cuda:0', grad_fn=<DivBackward0>)"
5000,"tensor(0.0221, device='cuda:0', grad_fn=<DivBackward0>)"
5200,"tensor(0.0222, device='cuda:0', grad_fn=<DivBackward0>)"
5400,"tensor(0.0222, device='cuda:0', grad_fn=<DivBackward0>)"
5600,"tensor(0.0220, device='cuda:0', grad_fn=<DivBackward0>)"
5800,"tensor(0.0215, device='cuda:0', grad_fn=<DivBackward0>)"
6000,"tensor(0.0215, device='cuda:0', grad_fn=<DivBackward0>)"
6200,"tensor(0.0213, device='cuda:0', grad_fn=<DivBackward0>)"
6400,"tensor(0.0211, device='cuda:0', grad_fn=<DivBackward0>)"
6600,"tensor(0.0211, device='cuda:0', grad_fn=<DivBackward0>)"
6800,"tensor(0.0209, device='cuda:0', grad_fn=<DivBackward0>)"
